userId,movieId,rating,timestamp
2,10,4.0,835355493
4,10,4.0,949810645
5,3,4.0,1163374957
7,1,3.0,851866703
7,10,3.0,851869035
9,1,4.0,938629179
13,1,5.0,1331380058
15,1,2.0,997938310
15,2,2.0,1134521380
15,5,4.5,1093070098
15,6,4.0,1040205753
15,10,3.0,1093028290
17,6,4.5,1127469542
18,5,3.0,856006982
18,6,4.0,856006982
18,7,3.0,856006982
18,9,3.0,856007219
19,1,3.0,855190091
19,2,3.0,855194773
19,3,3.0,855194718
19,4,3.0,855192868
19,6,3.0,855190128
19,7,3.0,855190128
19,9,3.0,855190232
19,10,3.0,855192496
20,1,3.5,1238729767
21,10,3.0,853846478
23,1,3.0,1148729853
23,6,3.5,1148730128
24,6,5.0,849321588
25,3,3.0,859625254
26,1,5.0,1360087980
30,1,4.0,944943070
30,2,2.0,945277634
30,6,4.0,945276746
30,8,4.0,968786809
32,2,4.0,834828285
34,6,3.0,973747402
36,6,3.0,847057147
37,1,4.0,981308121
39,6,4.0,832523607
39,10,5.0,832523129
41,2,3.5,1093888283
43,1,4.0,974768260
44,1,4.0,858707138
44,3,5.0,858707194
44,5,3.0,858707194
44,6,3.0,858707194
47,1,5.0,832228931
47,2,5.0,832229657
47,10,4.0,832228931
48,1,4.0,1318796720
48,2,3.5,1322169967
49,2,5.0,978040739
50,10,4.0,847412607
55,1,3.0,855926941
55,5,3.0,855926988
55,6,5.0,855926988
55,7,2.0,855926988
55,9,3.0,855927315
56,1,4.0,1467004817
56,10,4.0,1467008381
61,2,3.5,1216051639
63,1,5.0,1079098216
67,1,3.0,854711770
67,6,5.0,854711804
68,1,4.0,1194741818
68,2,3.0,1249809905
69,1,5.0,1366831110
69,2,3.5,1366831701
69,5,5.0,1366831985
70,1,5.0,853954235
70,3,5.0,853954323
70,5,5.0,853954323
70,7,3.0,853954323
70,9,3.0,853954486
72,1,3.5,1461778737
72,2,2.5,1461784724
73,1,5.0,1303464840
73,2,2.5,1255595527
73,6,4.5,1337593559
73,10,3.0,1255591764
74,10,5.0,942704394
75,1,3.0,1165607201
75,3,3.0,1143047700
77,1,4.0,1163005363
77,6,3.5,1163252774
77,10,3.0,1183844529
78,2,3.5,1274051069
78,10,5.0,1274050854
79,1,2.0,1182994648
79,2,2.5,1182994926
79,7,0.5,1182995062
80,2,2.0,844860022
80,6,4.0,844860041
80,7,4.0,844860107
80,10,3.0,844860003
82,10,3.0,835973445
83,6,5.0,1156206916
84,1,3.5,1429910800
85,2,5.0,837511784
85,3,2.0,837512420
85,5,3.0,837512493
85,10,5.0,837507143
86,1,3.0,848161799
87,1,3.0,858623186
87,7,3.0,858623219
88,2,3.5,1239773232
88,7,4.0,1239765126
89,1,5.0,1257620018
90,1,4.0,875517174
90,6,4.0,875517954
91,1,5.0,1448798200
92,1,5.0,848526251
92,2,3.0,848525932
92,6,3.0,848526431
92,10,2.0,848525661
93,1,4.0,1304992014
94,1,4.0,1291779829
95,6,5.0,1016317227
95,9,3.0,1016317600
97,1,1.0,1460342505
98,5,3.0,1459405466
99,1,4.0,938586006
99,2,2.0,950999958
100,1,4.0,854193977
100,3,4.0,854194024
100,6,3.0,854194023
100,7,3.0,854194024
105,6,3.0,1085578997
105,10,3.5,1101130624
106,1,4.0,1215818369
108,10,4.0,843302067
110,3,4.0,840101142
110,5,4.0,840100796
110,6,4.0,840100719
110,7,4.0,840100994
110,9,5.0,840101320
110,10,4.0,840100456
111,5,3.0,1097430540
111,7,3.5,1097429457
111,10,3.5,1097432318
112,1,5.0,852720865
112,3,5.0,852720897
112,6,3.0,852720897
113,2,5.0,844884330
113,4,3.0,844884590
113,5,5.0,844884467
113,6,4.0,844884390
113,8,5.0,844885084
113,9,4.0,844884734
113,10,3.0,844884266
114,10,4.0,838365857
115,2,5.0,1107034391
115,3,5.0,1107034474
119,1,2.0,913048158
119,2,3.0,913051445
119,6,5.0,913057893
120,1,2.5,1167422234
121,1,4.0,833058442
121,6,4.0,833058704
121,10,3.0,833058428
122,1,3.0,832773057
122,10,3.0,832773057
124,1,4.5,1147862310
124,2,3.0,1147861200
125,1,4.0,1269736592
126,1,5.0,833286470
126,2,3.0,833286607
126,10,3.0,833286456
127,5,4.0,842323102
128,1,5.0,1049690031
128,2,4.0,1049685256
128,3,2.0,1049682634
128,4,3.0,1049682515
128,7,5.0,1049683873
128,8,4.0,1049685242
130,1,3.0,1138997743
130,10,3.5,1140723887
134,1,3.5,1361244876
134,2,4.5,1361245855
134,5,1.0,1361244162
134,10,4.0,1361245744
135,10,3.0,844995924
136,1,4.5,1405977265
137,10,4.0,946411786
138,1,2.0,1440379001
140,5,4.5,1398068239
142,1,4.0,997731606
144,10,5.0,837455462
145,10,5.0,845421721
146,1,5.0,1256071139
149,1,3.0,1436919660
150,1,3.0,1114306148
150,2,3.0,1114306834
150,5,2.5,1114308628
150,10,4.0,1114306741
151,2,4.0,847296918
151,10,5.0,847296716
152,1,3.5,1335947960
152,6,4.0,1335948353
152,10,1.5,1335948177
153,1,5.0,1046739645
154,1,4.0,850917310
154,3,4.0,850917346
154,5,3.0,850917346
154,7,3.0,850917346
157,1,3.5,1291598726
157,2,2.5,1291654669
157,10,3.5,1291598989
159,10,2.5,1183519921
161,2,4.0,837629692
161,10,4.0,837629446
162,3,2.0,852791965
162,5,4.0,852791965
162,6,3.0,852791965
162,7,3.0,852791965
163,1,3.0,1390767736
164,1,3.5,1179531301
164,10,4.0,1182287578
165,1,2.5,1111482682
165,2,3.0,1111981462
165,3,2.5,1111981538
165,10,2.5,1111482847
168,1,5.0,848866772
168,4,3.0,848879299
169,1,4.0,1234228717
173,1,4.0,875357598
173,6,5.0,875357288
175,1,4.0,1052837092
176,1,2.0,1340720798
176,2,3.0,1341047637
177,1,5.0,907515679
177,2,5.0,907380055
177,6,5.0,907380682
177,10,4.0,907380744
178,1,4.0,1437425800
179,1,5.0,1436669947
182,2,5.0,845744191
182,3,4.0,845745032
182,4,3.0,845745077
182,5,4.0,845744805
182,7,5.0,845745009
182,8,5.0,845745710
182,9,3.0,845746347
184,1,5.0,833524830
185,1,5.0,1003523268
185,2,4.0,1003523847
187,1,4.0,1228072644
187,2,3.0,1237164142
188,2,4.0,841064145
188,10,4.0,841063568
191,10,2.0,839925608
192,2,4.0,843634025
193,1,4.0,971216031
195,6,4.0,975417247
196,5,4.0,959224062
199,6,4.5,1398939340
199,10,2.5,1214653475
200,1,3.0,1437932719
200,2,3.5,1457721108
201,1,5.0,1110421816
201,6,5.0,1110421617
205,1,4.5,1442148577
205,10,3.5,1442136824
212,1,3.0,1218405007
212,2,3.0,1218404003
212,5,2.5,1218955060
212,10,3.5,1218403807
213,1,3.0,1462637445
213,2,3.0,1462637790
213,7,2.0,1462639898
214,10,3.0,978131768
215,1,3.0,860559708
215,6,3.0,860559733
217,3,4.5,1108160863
218,2,2.5,1163106626
219,1,5.0,974475264
220,1,2.0,970498319
223,5,4.0,856532203
223,6,4.0,856532203
223,7,3.0,856532203
224,1,4.0,828213150
224,2,4.0,828213150
224,6,5.0,828213150
224,10,3.0,830633216
232,1,3.0,955088635
233,3,3.0,854481667
233,7,3.0,854481668
235,5,4.5,1113184535
235,6,4.0,1111625738
236,6,3.0,1109968623
236,7,3.5,1109968699
236,10,3.0,1109969756
237,1,3.0,1102009632
239,3,4.0,991861185
239,4,3.0,991862027
239,5,3.0,991862159
240,1,4.5,1098943177
241,1,3.0,847339737
241,2,3.0,847339662
241,5,2.0,847340005
242,1,5.0,956682763
242,6,4.0,956684268
243,10,3.5,1094223893
247,1,4.0,953361586
247,7,3.0,953361791
247,9,3.0,953272452
247,10,4.0,953271993
249,10,4.0,839461544
252,1,3.0,869101312
252,6,3.0,869101354
252,7,4.0,869101615
253,1,4.5,1215831130
253,2,4.0,1215831526
253,10,4.0,1215831215
254,9,3.0,845159397
256,3,3.0,851862274
256,5,3.0,851862273
256,6,3.0,851862273
256,7,3.0,851862274
256,9,3.0,851862371
261,1,1.5,1101665532
262,1,2.5,1433898798
262,2,2.0,1434331477
268,1,5.0,1314894068
268,2,3.5,1314894727
268,6,2.5,1314894615
268,10,3.0,1314894283
272,1,4.0,1453587590
273,1,4.5,1466945564
275,1,5.0,1350254117
275,3,4.0,1326919897
279,2,3.0,838231842
279,10,3.0,838231354
282,1,4.0,1111493773
282,10,3.0,1111493968
283,1,3.0,1114997963
283,7,3.5,1114998425
284,1,3.0,853878868
284,3,3.0,853878917
284,5,4.0,853878917
284,6,5.0,853878917
284,7,1.0,853878917
285,1,4.0,965091874
285,2,3.0,965089266
285,3,3.0,965092752
285,10,4.0,965091528
287,1,5.0,1469161081
287,2,5.0,1469162190
288,2,4.0,845862466
288,6,3.0,845862667
288,10,3.0,845862233
290,10,4.5,1445337576
292,1,4.0,1140049726
292,2,3.5,1140051284
292,5,4.0,1140153456
292,10,4.0,1140051151
293,1,4.0,1064615574
294,1,4.0,1047071649
294,5,3.5,1062619499
294,7,5.0,1047072215
294,10,3.5,1054068559
295,6,4.5,1100132745
295,10,4.5,1100132288
298,2,5.0,1447369122
298,6,3.5,1446576656
302,10,3.0,843720729
306,1,3.0,956083012
306,2,4.0,939716745
306,5,2.0,956082033
306,7,2.0,939717948
311,1,3.0,898007830
311,6,4.0,1080681367
311,7,3.0,898007831
311,10,3.0,898007870
312,1,5.0,959933200
312,2,2.0,959935514
312,6,5.0,959931608
312,7,1.0,959934156
312,10,1.0,959931688
313,1,4.0,1105354580
313,2,3.0,1101033291
313,5,3.5,1105355064
313,10,3.5,1105354679
314,1,2.0,1437338091
318,1,1.0,862902604
318,5,3.0,862902663
318,6,3.0,862902663
